Order ID,Order Date,Customer ID,Customer Name,Region,State,Category,Product Name,Quantity,Unit Price,Sales,Profit,Payment Method,Order Status,Salesperson
ORD02587,29-03-2026,CUST2134,Cynthia James,South,Gujarat,Electronics,Laptop,2,31450,62900,4554.89,Net Banking,Cancelled,Catherine
ORD02588,23-10-2025,CUST1807,Thomas Bryan,East,Rajasthan,Beauty,Skincare,5,44746,223730,44128.52,Net Banking,Cancelled,Lindsey
ORD02589,05-06-2025,CUST2821,Kimberly Padilla,North,Maharashtra,Home & Kitchen,Table,1,18081,18081,1030.38,Cash on Delivery,Shipped,Alexandra
ORD02590,07-04-2025,CUST0076,Michael Stanley,West,Karnataka,Electronics,Headphones,3,18418,55254,5032.95,Net Banking,Cancelled,Christine
ORD02591,21-03-2026,CUST0033,Veronica Gentry,West,Tamil Nadu,Home & Kitchen,Mixer,4,21947,87788,24189.74,UPI,Cancelled,Stephanie
ORD02592,01-10-2025,CUST1739,Jason Carlson,South,Tamil Nadu,Electronics,Laptop,1,20274,20274,3666.39,Cash on Delivery,Cancelled,Lorraine
ORD02593,11-05-2026,CUST1284,Jaime Hawkins,West,Rajasthan,Beauty,Hair Dryer,2,8118,16236,2986.19,Cash on Delivery,Shipped,Cameron
ORD02594,15-09-2025,CUST1910,Ashley Lowe,North,Gujarat,Home & Kitchen,Table,3,18349,55047,11054.2,Cash on Delivery,Delivered,Sarah
ORD02595,24-02-2025,CUST0892,Mrs. Monica Hall,South,Delhi,Fashion,Jeans,1,18620,18620,3710.48,Credit Card,Returned,Mallory
ORD02596,16-05-2025,CUST1029,Richard Cooper,East,Rajasthan,Fashion,Shirt,3,40399,121197,33934.58,Credit Card,Delivered,Dennis
ORD02597,10-04-2025,CUST0150,Marissa Mayer,South,Maharashtra,Home & Kitchen,Mixer,1,8611,8611,1242.6,UPI,Returned,Latasha
ORD02598,06-08-2025,CUST0837,Nicholas Orozco,North,Tamil Nadu,Home & Kitchen,Chair,3,27321,81963,14330.91,UPI,Shipped,Amanda
ORD02599,25-02-2025,CUST2696,Deborah Bell,West,Gujarat,Home & Kitchen,Cookware,5,37737,188685,50664.32,UPI,Returned,Heidi
ORD02600,12-11-2025,CUST0146,Ralph Martin,West,Karnataka,Electronics,Mobile,1,11720,11720,1434.92,Debit Card,Cancelled,Christopher
ORD02601,31-12-2025,CUST0466,Vickie Andrews,North,Delhi,Home & Kitchen,Table,5,39572,197860,48547.73,Cash on Delivery,Shipped,Rick
ORD02602,25-09-2025,CUST1931,Tiffany Kelly,West,Karnataka,Fashion,Jacket,4,10733,42932,8057.22,Credit Card,Returned,Nancy
ORD02603,11-04-2025,CUST1943,David Johnson,North,Tamil Nadu,Home & Kitchen,Cookware,4,18099,72396,3738.98,UPI,Cancelled,Joshua
ORD02604,01-01-2026,CUST0091,Jose Hernandez,South,Gujarat,Beauty,Hair Dryer,4,30342,121368,33523.15,Debit Card,Returned,Gabriela
ORD02605,23-08-2025,CUST0928,Andrea Klein,West,Gujarat,Fashion,Jeans,2,21014,42028,11800.62,Cash on Delivery,Shipped,Madeline
ORD02606,19-06-2026,CUST2522,Pamela Gutierrez,West,Gujarat,Home & Kitchen,Cookware,1,33634,33634,3894.57,Cash on Delivery,Delivered,Gary
ORD02607,29-11-2025,CUST1721,Douglas Woods,South,Tamil Nadu,Fashion,Shirt,1,49804,49804,6578.55,UPI,Cancelled,Jason
ORD02608,08-02-2026,CUST2133,Bryan Moon,North,Maharashtra,Fashion,Jacket,3,11752,35256,5946.95,Net Banking,Cancelled,Meghan
ORD02609,02-02-2025,CUST1260,Matthew Wilson,North,Rajasthan,Electronics,Mobile,2,24397,48794,10581.71,Credit Card,Delivered,Chad
ORD02610,08-01-2025,CUST2600,Joseph Coleman,East,Tamil Nadu,Home & Kitchen,Cookware,2,41292,82584,12719.95,Net Banking,Shipped,Stephanie
ORD02611,02-03-2025,CUST0130,Sandra Gonzalez,West,Delhi,Beauty,Perfume,2,45317,90634,13103.03,Debit Card,Delivered,Sandra
ORD02612,03-12-2025,CUST2466,Lori Mcdonald,South,Delhi,Home & Kitchen,Table,3,7933,23799,6594.68,Net Banking,Shipped,Terrance
ORD02613,14-01-2025,CUST2858,Christopher Campbell,South,Gujarat,Fashion,Jacket,1,10109,10109,2093.36,Net Banking,Delivered,Robert
ORD02614,04-01-2026,CUST1051,Mary Alexander,North,Karnataka,Electronics,Laptop,3,36964,110892,12139.71,Net Banking,Returned,Stephen
ORD02615,21-09-2025,CUST2605,Desiree Peck,East,Tamil Nadu,Fashion,Jeans,2,42222,84444,19382.71,UPI,Delivered,Donald
ORD02616,02-12-2025,CUST1652,Justin Carey,North,Rajasthan,Electronics,Smart Watch,3,34475,103425,11436.36,Debit Card,Cancelled,Carrie
ORD02617,31-08-2025,CUST1208,Brad Moyer,West,Rajasthan,Beauty,Perfume,1,32506,32506,6312.95,Credit Card,Shipped,Heather
ORD02618,03-10-2025,CUST1779,Gregory Miller,North,Gujarat,Fashion,Shoes,5,24849,124245,7942.05,Cash on Delivery,Delivered,Edward
ORD02619,05-06-2026,CUST1995,Tiffany Thompson,South,Rajasthan,Home & Kitchen,Chair,2,33059,66118,14727.72,Credit Card,Returned,Mark
ORD02620,31-12-2025,CUST0573,Michael Rodriguez,South,Delhi,Beauty,Perfume,2,12705,25410,2722.2,Credit Card,Cancelled,Joe
ORD02621,15-02-2025,CUST1936,Mary Johnston,South,Tamil Nadu,Electronics,Laptop,5,42038,210190,33072.03,Debit Card,Delivered,Christian
ORD02622,07-04-2026,CUST2872,Tara Ball,West,Gujarat,Beauty,Perfume,2,31370,62740,11127.86,Net Banking,Delivered,Micheal
ORD02623,04-06-2025,CUST1481,Alan Martin,North,Karnataka,Electronics,Smart Watch,4,20622,82488,4322.82,Cash on Delivery,Cancelled,Scott
ORD02624,13-04-2026,CUST0819,Julie Wise,North,Karnataka,Electronics,Mobile,1,19648,19648,4244.59,UPI,Returned,Matthew
ORD02625,12-06-2025,CUST1503,Amber Patel,West,Karnataka,Home & Kitchen,Table,5,5107,25535,4740.25,Cash on Delivery,Returned,Christian
ORD02626,31-01-2026,CUST2182,Jennifer Lynn,South,Karnataka,Fashion,Shirt,4,38866,155464,32910.41,Credit Card,Returned,Matthew
ORD02627,03-10-2025,CUST1725,Vincent Garcia,South,Maharashtra,Home & Kitchen,Cookware,4,47536,190144,52133.05,UPI,Shipped,Larry
ORD02628,30-09-2025,CUST2506,Jason Perkins,South,Maharashtra,Fashion,Shoes,3,14853,44559,4529.56,Cash on Delivery,Shipped,April
ORD02629,01-06-2025,CUST1278,Reginald Olson,South,Maharashtra,Home & Kitchen,Mixer,2,24162,48324,4726.88,Credit Card,Returned,Drew
ORD02630,11-05-2025,CUST2006,Kathryn Flores,North,Maharashtra,Electronics,Smart Watch,1,32041,32041,2514.67,Cash on Delivery,Cancelled,Nicholas
ORD02631,02-07-2025,CUST0661,Judith Hill,East,Delhi,Home & Kitchen,Table,5,41018,205090,17919.15,Credit Card,Delivered,Samantha
ORD02632,04-05-2026,CUST1652,Matthew Mayer,South,Karnataka,Beauty,Makeup,4,23015,92060,20718.33,Debit Card,Delivered,Sherri
ORD02633,24-06-2026,CUST0290,Dustin Zamora,South,Maharashtra,Home & Kitchen,Chair,5,41710,208550,62102.83,Debit Card,Shipped,George
ORD02634,21-09-2025,CUST1768,Jennifer Phillips,East,Karnataka,Beauty,Skincare,4,20336,81344,16984.83,Debit Card,Returned,Kristen
ORD02635,14-10-2025,CUST0637,Jeremy Holloway,North,Maharashtra,Fashion,Shirt,2,8543,17086,4473.75,UPI,Returned,Erik
ORD02636,09-11-2025,CUST0297,Alexandra Wong,South,Karnataka,Home & Kitchen,Mixer,1,25961,25961,3505.12,Cash on Delivery,Cancelled,Crystal
ORD02637,08-03-2025,CUST1524,Jennifer Watkins,East,Delhi,Electronics,Headphones,5,20559,102795,23789.37,Debit Card,Shipped,Jason
ORD02638,28-05-2025,CUST1911,James Cruz,North,Delhi,Home & Kitchen,Mixer,3,48006,144018,10817.15,Debit Card,Delivered,Robert
ORD02639,10-05-2025,CUST1771,Zachary Sheppard,North,Gujarat,Beauty,Skincare,5,40471,202355,43742.88,Cash on Delivery,Delivered,Thomas
ORD02640,09-01-2025,CUST0516,Michele Tate,South,Delhi,Home & Kitchen,Table,1,12971,12971,3737.38,UPI,Returned,Jeremy
ORD02641,11-10-2025,CUST2652,Michael Harris,West,Maharashtra,Electronics,Headphones,4,36031,144124,21779.49,Cash on Delivery,Delivered,Jonathan
ORD02642,28-01-2026,CUST0825,Cassandra Williams,North,Gujarat,Electronics,Headphones,5,11415,57075,9444.56,Debit Card,Shipped,Bonnie
ORD02643,06-12-2025,CUST1696,Stephanie Beck,West,Karnataka,Electronics,Headphones,1,26482,26482,5672.22,Net Banking,Returned,Eric
ORD02644,11-02-2025,CUST0364,Whitney Wallace,South,Tamil Nadu,Home & Kitchen,Table,4,10203,40812,9540.23,Net Banking,Cancelled,Cody
ORD02645,15-01-2025,CUST1693,Edwin Wood,East,Maharashtra,Home & Kitchen,Chair,4,8163,32652,4289.57,Credit Card,Cancelled,Glenn
ORD02646,21-06-2025,CUST0640,Rebecca Wong,West,Rajasthan,Beauty,Makeup,4,37475,149900,10006.66,Cash on Delivery,Returned,David
ORD02647,25-11-2025,CUST1619,Lucas Lopez,West,Tamil Nadu,Electronics,Smart Watch,4,6495,25980,6563.69,Debit Card,Shipped,Sandra
ORD02648,10-10-2025,CUST1186,Charles Hunter,North,Maharashtra,Fashion,Shoes,5,42456,212280,36346.48,UPI,Returned,Molly
ORD02649,03-03-2025,CUST0733,Michael Hernandez,West,Maharashtra,Fashion,Jacket,1,47881,47881,5342.66,Credit Card,Returned,Karen
ORD02650,01-08-2025,CUST2703,Elizabeth Patrick,North,Gujarat,Fashion,Shirt,3,3882,11646,3364.27,Cash on Delivery,Cancelled,David
ORD02651,02-03-2025,CUST2599,Tammy Hamilton,South,Maharashtra,Fashion,Jeans,1,35403,35403,4753.83,Cash on Delivery,Shipped,Shane
ORD02652,23-01-2026,CUST0952,Joshua Mason,West,Gujarat,Fashion,Shoes,5,42215,211075,57749.62,UPI,Cancelled,Martin
ORD02653,04-10-2025,CUST2682,Rachel Morrow,West,Maharashtra,Electronics,Smart Watch,1,20738,20738,1266.93,Net Banking,Delivered,Danielle
ORD02654,07-08-2025,CUST0104,Michele Dunn,West,Gujarat,Home & Kitchen,Cookware,2,25170,50340,9698.45,Credit Card,Delivered,Kaitlyn
ORD02655,15-06-2026,CUST0404,James Stewart,West,Delhi,Fashion,Shirt,4,23938,95752,16403.44,Debit Card,Delivered,Amy
ORD02656,29-10-2025,CUST2419,Mandy Sanchez,South,Tamil Nadu,Fashion,Shirt,2,14420,28840,2537.82,Cash on Delivery,Delivered,Phillip
ORD02657,21-03-2025,CUST0047,Samuel Diaz,East,Maharashtra,Fashion,Shoes,5,8932,44660,2989.68,Credit Card,Returned,Shaun
ORD02658,05-04-2025,CUST2666,Matthew Jones,West,Karnataka,Electronics,Laptop,2,22808,45616,12938.24,UPI,Shipped,Dennis
ORD02659,01-08-2025,CUST2605,Jessica Graves,South,Delhi,Electronics,Headphones,1,6320,6320,405.14,Credit Card,Returned,Zoe
ORD02660,14-05-2025,CUST1107,Wendy Guzman,South,Karnataka,Home & Kitchen,Mixer,4,36866,147464,19794.64,Net Banking,Shipped,Alan
ORD02661,25-06-2025,CUST1335,Mrs. Katherine Benton DVM,South,Maharashtra,Electronics,Headphones,2,16257,32514,8632.5,Debit Card,Shipped,Thomas
ORD02662,28-06-2025,CUST0260,Seth Sherman,West,Delhi,Home & Kitchen,Cookware,4,34631,138524,18838.67,Credit Card,Shipped,Courtney
ORD02663,09-03-2025,CUST0152,Daniel Kerr,West,Karnataka,Electronics,Mobile,1,46189,46189,9673.37,Cash on Delivery,Shipped,John
ORD02664,20-06-2026,CUST2745,Kaitlin Brewer,North,Karnataka,Home & Kitchen,Table,1,2725,2725,453.43,Cash on Delivery,Cancelled,Dustin
ORD02665,18-09-2025,CUST0278,Sherri Joseph,East,Delhi,Electronics,Headphones,2,33228,66456,12348.85,Credit Card,Delivered,David
ORD02666,02-11-2025,CUST1350,James Kelley,West,Karnataka,Fashion,Jeans,4,6155,24620,2697.8,Credit Card,Delivered,Jeffrey
ORD02667,26-05-2025,CUST0353,Christine Collins,North,Karnataka,Fashion,Shirt,4,30205,120820,28597.31,Debit Card,Shipped,Chase
ORD02668,04-11-2025,CUST2540,Connie Jones,South,Maharashtra,Fashion,Shirt,3,42461,127383,24256.96,Net Banking,Returned,Lisa
ORD02669,16-09-2025,CUST0166,Jason Mcgee,East,Maharashtra,Home & Kitchen,Table,3,18450,55350,15575.97,Debit Card,Shipped,Haley
ORD02670,20-06-2026,CUST1732,Megan Watson,South,Delhi,Fashion,Jeans,2,48389,96778,6718.62,Cash on Delivery,Delivered,Allison
ORD02671,23-02-2025,CUST1727,Pedro Powers,East,Tamil Nadu,Fashion,Jacket,4,41765,167060,48318.92,Credit Card,Cancelled,Tonya
ORD02672,31-07-2025,CUST2201,Anthony Martin,South,Rajasthan,Fashion,Jeans,3,6391,19173,2486.79,Net Banking,Returned,Erica
ORD02673,28-01-2025,CUST2108,Adam Green,East,Rajasthan,Fashion,Shirt,2,5943,11886,2646.83,Net Banking,Cancelled,Thomas
ORD02674,19-01-2025,CUST2399,Stephanie Walters,South,Delhi,Electronics,Laptop,4,45070,180280,35371.68,Net Banking,Shipped,Robert
ORD02675,01-03-2026,CUST2354,Lindsay Vargas,South,Karnataka,Beauty,Makeup,4,36432,145728,11294.35,Credit Card,Cancelled,Nathaniel
ORD02676,03-05-2025,CUST0965,Megan Ferguson,North,Gujarat,Fashion,Jacket,3,1010,3030,537.79,Cash on Delivery,Shipped,Patrick
ORD02677,26-02-2026,CUST0266,Tristan Duffy,East,Rajasthan,Beauty,Skincare,5,24874,124370,20251.01,Cash on Delivery,Cancelled,Scott
ORD02678,02-10-2025,CUST0994,Melissa Parks,West,Tamil Nadu,Fashion,Jacket,3,3388,10164,2581.24,Cash on Delivery,Cancelled,James
ORD02679,19-01-2026,CUST0208,Thomas Brown,North,Maharashtra,Home & Kitchen,Cookware,5,40862,204310,58930.93,Debit Card,Cancelled,Samuel
ORD02680,02-01-2025,CUST1734,Todd Francis,East,Gujarat,Beauty,Makeup,1,44674,44674,2355.46,Net Banking,Cancelled,Jason
ORD02681,29-09-2025,CUST0768,Brandon Francis,North,Maharashtra,Electronics,Laptop,2,15701,31402,7845.05,UPI,Returned,Kristin
ORD02682,08-06-2025,CUST1700,Regina Robinson,South,Gujarat,Electronics,Smart Watch,1,24967,24967,6194.74,UPI,Returned,Hannah
ORD02683,06-06-2025,CUST0182,Alexis Johnston,South,Gujarat,Electronics,Laptop,1,37372,37372,2826.84,UPI,Delivered,Anna
ORD02684,10-01-2026,CUST1140,Michelle Aguilar,South,Rajasthan,Beauty,Hair Dryer,1,22111,22111,3060.09,Cash on Delivery,Cancelled,Kimberly
ORD02685,13-10-2025,CUST2566,Jason Swanson,West,Maharashtra,Fashion,Jacket,2,37617,75234,18467.2,Credit Card,Cancelled,Michael
ORD02686,21-04-2026,CUST2796,Ashley Wells,North,Delhi,Fashion,Shirt,1,9419,9419,697.98,Debit Card,Returned,Robert
ORD02687,14-02-2026,CUST2950,Lauren Walker,West,Karnataka,Home & Kitchen,Mixer,1,22620,22620,5921.27,UPI,Shipped,Linda
ORD02688,05-02-2026,CUST1713,Jesse Rivers,West,Rajasthan,Beauty,Skincare,2,1207,2414,356.98,Cash on Delivery,Returned,Bradley
ORD02689,05-04-2026,CUST2913,Levi Bradford,South,Tamil Nadu,Home & Kitchen,Table,1,30530,30530,4854.02,Net Banking,Delivered,Benjamin
ORD02690,13-12-2025,CUST1510,Alan Cuevas,North,Rajasthan,Fashion,Shoes,2,34235,68470,7351.18,UPI,Delivered,Kathleen
ORD02691,30-09-2025,CUST1514,Andrea Edwards,East,Maharashtra,Home & Kitchen,Cookware,4,36424,145696,32162.94,Cash on Delivery,Shipped,Wendy
ORD02692,23-04-2026,CUST1405,Sarah Wood,North,Maharashtra,Fashion,Jeans,2,15005,30010,1512.35,Credit Card,Cancelled,Jennifer
ORD02693,17-09-2025,CUST1231,Leslie Johnson,East,Rajasthan,Fashion,Shoes,3,24420,73260,9235.88,Cash on Delivery,Shipped,Ashley
ORD02694,12-07-2025,CUST2730,Tristan Williams,South,Karnataka,Electronics,Mobile,5,28830,144150,38377.47,Credit Card,Delivered,Valerie
ORD02695,08-03-2026,CUST2468,Stephen Brown,East,Rajasthan,Electronics,Smart Watch,4,8924,35696,7420.16,Debit Card,Returned,Donald
ORD02696,09-05-2025,CUST2466,Amanda Moyer MD,North,Gujarat,Electronics,Headphones,1,39359,39359,5594.84,Net Banking,Shipped,Jason
ORD02697,14-08-2025,CUST1280,Tara Craig,East,Rajasthan,Home & Kitchen,Mixer,4,17829,71316,20325.73,Credit Card,Cancelled,Pam
ORD02698,05-03-2026,CUST2603,William Beard,West,Rajasthan,Home & Kitchen,Chair,3,42634,127902,28090.15,Net Banking,Cancelled,Andrew
ORD02699,08-01-2025,CUST2243,Jason Jones,West,Maharashtra,Beauty,Makeup,1,20286,20286,3747.38,Net Banking,Delivered,Nancy
ORD02700,29-09-2025,CUST0025,Jacob Rodriguez,North,Tamil Nadu,Electronics,Mobile,2,44528,89056,8754.62,Credit Card,Cancelled,Brad
ORD02701,03-04-2025,CUST1872,Mary Johnson,North,Karnataka,Beauty,Makeup,1,43048,43048,2262.75,Cash on Delivery,Cancelled,Leslie
ORD02702,12-05-2026,CUST0295,Deborah Hill,North,Karnataka,Home & Kitchen,Mixer,2,30173,60346,11232.37,Credit Card,Delivered,James
ORD02703,27-11-2025,CUST0182,Kristin Andrade,North,Delhi,Home & Kitchen,Chair,1,27489,27489,6456.08,Credit Card,Delivered,Jessica
ORD02704,29-01-2026,CUST0224,Scott Wilson,South,Maharashtra,Home & Kitchen,Chair,3,47811,143433,12780.65,Net Banking,Cancelled,Laura
ORD02705,10-03-2025,CUST1453,Amy Lawson,East,Maharashtra,Electronics,Mobile,4,16824,67296,8271.87,Net Banking,Cancelled,Lisa
ORD02706,14-05-2026,CUST1033,Mackenzie Cruz,West,Delhi,Home & Kitchen,Cookware,1,42861,42861,9247.65,Cash on Delivery,Shipped,Marcus
ORD02707,02-10-2025,CUST2284,Matthew Sandoval,West,Tamil Nadu,Beauty,Hair Dryer,2,40149,80298,20363.83,Debit Card,Cancelled,Sean
ORD02708,25-08-2025,CUST1465,Daniel Reynolds,South,Maharashtra,Beauty,Skincare,4,28892,115568,23325.11,Cash on Delivery,Returned,Amy
ORD02709,06-10-2025,CUST1942,Eric Jacobs,East,Tamil Nadu,Electronics,Mobile,2,3245,6490,1080.33,Credit Card,Delivered,Jimmy
ORD02710,05-06-2026,CUST2788,Ashley Griffin,West,Karnataka,Home & Kitchen,Table,2,5320,10640,1188.42,Credit Card,Shipped,Sherry
ORD02711,18-04-2026,CUST0704,Madison Andrews,East,Delhi,Fashion,Shirt,5,42374,211870,54613.06,Debit Card,Cancelled,Barbara
ORD02712,01-04-2026,CUST2134,Michele Mack,North,Karnataka,Electronics,Headphones,3,19591,58773,9662.14,Credit Card,Cancelled,Shannon
ORD02713,12-06-2025,CUST2086,Kathryn Berg,East,Gujarat,Beauty,Perfume,4,45726,182904,16168.29,Cash on Delivery,Returned,Shari
ORD02714,20-07-2025,CUST2402,Daniel Potter,West,Tamil Nadu,Beauty,Makeup,1,32328,32328,9131.68,UPI,Returned,Amy
ORD02715,13-04-2026,CUST2683,Sarah Rowe,South,Delhi,Electronics,Mobile,3,12570,37710,5134.12,Credit Card,Cancelled,Kara
ORD02716,26-02-2026,CUST0494,Mrs. Tara Long,South,Rajasthan,Electronics,Mobile,1,20835,20835,5826.35,UPI,Returned,Tracy
ORD02717,11-06-2026,CUST2488,Steven Martinez,West,Rajasthan,Electronics,Laptop,1,6091,6091,1077.82,Net Banking,Returned,Kayla
ORD02718,07-06-2026,CUST2664,Patricia Bennett,North,Gujarat,Beauty,Hair Dryer,5,23864,119320,24913.08,UPI,Cancelled,Michael
ORD02719,09-03-2026,CUST2988,Scott Anderson,West,Tamil Nadu,Beauty,Hair Dryer,1,16939,16939,3382.58,Net Banking,Delivered,Kristen
ORD02720,11-06-2025,CUST1615,Kenneth Mcgrath,South,Maharashtra,Home & Kitchen,Table,1,20727,20727,5348.4,Credit Card,Shipped,Antonio
ORD02721,14-09-2025,CUST1860,Dominique Martin,East,Karnataka,Fashion,Jacket,2,10002,20004,4973.57,Debit Card,Delivered,Becky
ORD02722,10-08-2025,CUST1655,Jamie Green,South,Karnataka,Fashion,Jeans,2,39484,78968,13077.59,Debit Card,Returned,James
ORD02723,13-09-2025,CUST0161,Dawn Anderson,West,Delhi,Fashion,Shoes,1,21117,21117,3074.42,UPI,Cancelled,Stephen
ORD02724,03-11-2025,CUST0582,Angel Buchanan,East,Gujarat,Beauty,Perfume,4,45319,181276,34957.2,Net Banking,Delivered,Joseph
ORD02725,08-10-2025,CUST0908,Brandon Cordova,West,Maharashtra,Beauty,Makeup,2,2179,4358,334.16,Cash on Delivery,Shipped,Taylor
ORD02726,26-07-2025,CUST2725,Barbara Lopez,North,Tamil Nadu,Electronics,Headphones,1,33662,33662,4441.09,Net Banking,Cancelled,Carla
ORD02727,24-10-2025,CUST2522,Elizabeth Smith,North,Rajasthan,Fashion,Jeans,3,21862,65586,4466.02,Cash on Delivery,Shipped,Paula
ORD02728,16-01-2025,CUST2982,Michael Martinez,North,Tamil Nadu,Home & Kitchen,Chair,3,47232,141696,34857.85,Debit Card,Delivered,Kenneth
ORD02729,05-01-2026,CUST1384,Laura Townsend,West,Rajasthan,Electronics,Laptop,5,28969,144845,14087.93,Net Banking,Cancelled,Tracy
ORD02730,04-02-2026,CUST0682,Christopher Williams,South,Delhi,Beauty,Perfume,4,23524,94096,12157.59,UPI,Shipped,Leroy
ORD02731,19-02-2026,CUST1306,Kathryn Garner,North,Maharashtra,Beauty,Perfume,2,36589,73178,4896.97,Cash on Delivery,Shipped,Rebecca
ORD02732,05-09-2025,CUST2056,Kenneth Brennan,East,Rajasthan,Beauty,Perfume,5,12636,63180,15532.31,Credit Card,Cancelled,Richard
ORD02733,17-08-2025,CUST0570,Dawn Moore,North,Delhi,Beauty,Makeup,4,16137,64548,17398.14,Credit Card,Returned,John
ORD02734,29-03-2025,CUST2557,Peter Becker,East,Rajasthan,Electronics,Smart Watch,2,20301,40602,5364.15,Debit Card,Returned,Gerald
ORD02735,28-01-2026,CUST1861,Susan Dominguez,West,Tamil Nadu,Home & Kitchen,Cookware,3,13486,40458,7442.24,UPI,Cancelled,Melissa
ORD02736,20-09-2025,CUST0086,Brooke Herrera,West,Gujarat,Electronics,Laptop,1,31856,31856,8305.8,Debit Card,Returned,Ricky
ORD02737,29-06-2025,CUST1591,David Thomas,East,Maharashtra,Fashion,Jacket,5,26703,133515,30120.52,UPI,Cancelled,Brenda
ORD02738,21-04-2026,CUST1498,Savannah Martinez,North,Karnataka,Beauty,Makeup,1,27153,27153,2031.36,UPI,Shipped,Debra
ORD02739,04-03-2025,CUST2283,Lisa Morales,South,Tamil Nadu,Home & Kitchen,Table,1,19737,19737,3826.2,Cash on Delivery,Shipped,Charlene
ORD02740,16-03-2025,CUST0148,Angelica Mcguire,West,Maharashtra,Beauty,Perfume,2,3824,7648,2079.88,Credit Card,Returned,Alicia
ORD02741,20-11-2025,CUST1270,Sherry Cox,South,Maharashtra,Beauty,Perfume,4,27625,110500,29513.79,UPI,Returned,Jose
ORD02742,19-04-2026,CUST2439,Benjamin Barnett MD,West,Delhi,Home & Kitchen,Mixer,1,15950,15950,1031.14,Cash on Delivery,Returned,Sabrina
ORD02743,25-02-2026,CUST1053,Dennis Anderson,East,Gujarat,Fashion,Jacket,2,12703,25406,3743.19,Credit Card,Delivered,James
ORD02744,07-05-2026,CUST0355,Brandon Jordan,North,Gujarat,Electronics,Smart Watch,5,35963,179815,47009.63,Net Banking,Cancelled,Dustin
ORD02745,16-09-2025,CUST1030,Alexander Smith,East,Karnataka,Home & Kitchen,Chair,2,48920,97840,14497.63,Credit Card,Shipped,Michael
ORD02746,17-02-2026,CUST0880,Sandra Miller,East,Tamil Nadu,Electronics,Mobile,2,46749,93498,10250.53,Net Banking,Cancelled,Brad
ORD02747,29-09-2025,CUST0464,Raymond Martinez,West,Rajasthan,Beauty,Hair Dryer,2,33924,67848,14104.42,Net Banking,Shipped,John
ORD02748,27-07-2025,CUST2838,Jeffery Middleton,West,Tamil Nadu,Electronics,Headphones,3,43419,130257,12756.9,UPI,Cancelled,Melissa
ORD02749,17-02-2025,CUST0946,Joseph Ray,North,Tamil Nadu,Home & Kitchen,Table,4,9767,39068,11135.38,Debit Card,Returned,Connor
ORD02750,05-04-2025,CUST2877,Janet Collins,North,Maharashtra,Fashion,Shoes,4,7345,29380,6300.84,Credit Card,Delivered,Randy
ORD02751,12-11-2025,CUST2747,Carlos Cross,West,Gujarat,Home & Kitchen,Chair,3,17913,53739,10466.58,Credit Card,Shipped,Melissa
ORD02752,07-01-2026,CUST0160,Lauren Daniels,West,Delhi,Beauty,Perfume,4,42863,171452,21132.76,Debit Card,Delivered,William
ORD02753,01-02-2025,CUST0041,Kelly Barrett,East,Delhi,Beauty,Skincare,4,6242,24968,4525.83,Net Banking,Delivered,David
ORD02754,13-12-2025,CUST1931,Dr. Andrea Price MD,West,Maharashtra,Electronics,Mobile,4,48344,193376,51509.42,Credit Card,Delivered,Dawn
ORD02755,29-01-2025,CUST1404,Kimberly Collins,South,Maharashtra,Home & Kitchen,Mixer,1,14413,14413,1920.98,Debit Card,Returned,Alexander
ORD02756,09-03-2025,CUST1401,Gordon Paul,East,Gujarat,Beauty,Hair Dryer,1,35544,35544,4082.48,Cash on Delivery,Shipped,John
ORD02757,12-01-2025,CUST1035,Matthew Martin,East,Rajasthan,Fashion,Shirt,1,24128,24128,3380.37,Credit Card,Returned,Dustin
ORD02758,16-04-2025,CUST1083,Christopher Smith,South,Gujarat,Fashion,Jeans,3,8242,24726,4714.05,Net Banking,Returned,Kim
ORD02759,04-04-2026,CUST1152,Isaac Richardson,East,Gujarat,Fashion,Jacket,3,19787,59361,8671.86,Cash on Delivery,Returned,Heather
ORD02760,05-07-2025,CUST0661,Tina Ramsey,West,Tamil Nadu,Beauty,Skincare,2,15557,31114,6160.91,Net Banking,Delivered,Ronald
ORD02761,29-07-2025,CUST2906,Dan Davis,North,Gujarat,Electronics,Laptop,1,32816,32816,6193.12,Debit Card,Shipped,Christina
ORD02762,02-06-2026,CUST1801,John Jones,North,Gujarat,Home & Kitchen,Chair,3,33742,101226,27511.54,Debit Card,Shipped,Sabrina
ORD02763,13-01-2026,CUST1144,Tina Jones,South,Karnataka,Electronics,Smart Watch,1,16358,16358,2814.53,Debit Card,Delivered,Joshua
ORD02764,29-10-2025,CUST1310,Marcus Taylor,South,Rajasthan,Home & Kitchen,Cookware,1,31292,31292,5198.36,Credit Card,Shipped,John
ORD02765,09-10-2025,CUST1434,Kelly Walters,South,Rajasthan,Home & Kitchen,Mixer,2,10871,21742,2190.75,UPI,Returned,Paul
ORD02766,01-02-2025,CUST0696,Peter Flynn,South,Tamil Nadu,Electronics,Smart Watch,4,41063,164252,49178.09,Net Banking,Cancelled,Ralph
ORD02767,13-05-2026,CUST1415,Hannah Medina,East,Karnataka,Home & Kitchen,Chair,1,27296,27296,2748.27,Credit Card,Returned,Dylan
ORD02768,08-08-2025,CUST2208,Joseph Anderson,South,Karnataka,Home & Kitchen,Table,5,37223,186115,21702.83,Net Banking,Cancelled,James
